4.2351	4.2295	4.2434	4.2277	0.04
4.2333	4.228	4.2771	4.228	0.15
4.2268	4.1989	4.2312	4.1868	0.72
4.1966	4.1943	4.2011	4.1719	0.08
4.1932	4.1951	4.2241	4.1821	-0.08
4.1965	4.1942	4.198	4.1942	0.05
4.1945	4.2055	4.2194	4.1851	-0.56
4.218	4.178	4.2196	4.1692	0.52
4.1962	4.1962	4.1962	4.1962	0.03
4.1951	4.17	4.1989	4.1616	0.59
4.1704	4.1695	4.1901	4.1626	0.06
4.1677	4.1531	4.1878	4.1421	0.38
4.1518	4.1666	4.1712	4.1352	-0.28
4.1635	4.1143	4.1707	4.1079	1.53
4.1007	4.0833	4.1035	4.0413	0.42
4.0836	3.9937	4.0903	3.9747	2.25
3.9937	4.0125	4.0239	3.9827	-0.55
4.0156	3.9886	4.0198	3.9743	0.63
3.9903	4.0179	4.0207	3.9691	-0.7
4.0184	3.9932	4.0383	3.9638	0.69
3.9909	4.	4.0332	3.9823	-0.19
3.9986	3.9915	4.0052	3.9834	0.19
3.991	4.0027	4.0098	3.9726	-0.32
4.0038	4.0427	4.0427	3.9913	-0.93
4.0415	4.038	4.0465	3.9994	0.17
4.0346	4.0812	4.093	4.0274	-1.16
4.0819	4.1291	4.1312	4.0598	-1.15
4.1293	4.1114	4.1524	4.1114	0.43
4.1117	4.1646	4.1666	4.1098	-1.26
4.1643	4.152	4.1818	4.1269	0.3
4.1518	4.1802	4.1879	4.1475	-0.69
4.1807	4.1261	4.1814	4.1209	1.31
4.1265	4.1073	4.1383	4.1073	0.41
4.1097	4.1071	4.1261	4.0803	0
4.1095	4.1101	4.1377	4.0891	-0.02
4.1104	4.0965	4.112	4.0705	0.37
4.0954	4.1074	4.1137	4.0739	-0.28
4.1071	4.0563	4.1095	4.056	1.27
4.0556	4.0845	4.0856	4.0496	-0.7
4.0841	4.1296	4.1306	4.0743	-1.09
4.1293	4.158	4.1821	4.127	-0.71
4.159	4.1575	4.1863	4.1524	0.08
4.1556	4.1618	4.172	4.1411	-0.11
4.1602	4.1706	4.1712	4.1437	-0.26
4.1711	4.1475	4.1733	4.1208	0.53
4.149	4.1649	4.1955	4.1448	-0.38
4.165	4.1643	4.1842	4.1531	0.03
4.1638	4.1495	4.1849	4.1447	0.38
4.148	4.1678	4.1841	4.146	-0.48
4.1678	4.1109	4.1688	4.1076	1.38
4.1112	4.0779	4.1147	4.0726	0.82
4.0777	4.0944	4.117	4.0708	-0.08
4.081	4.0854	4.107	4.0745	-0.1
4.0849	4.0615	4.0959	4.0429	0.59
4.0608	4.0682	4.0712	4.0266	-0.18
4.068	4.0814	4.0928	4.0507	-0.31
4.0808	4.0963	4.1302	4.0793	-0.35
4.0953	4.0639	4.105	4.048	0.82
4.0618	4.1094	4.1094	4.0531	-1.16
4.1094	4.096	4.1159	4.0704	0.35
4.095	4.1674	4.1677	4.0888	-1.75
4.1681	4.186	4.186	4.1497	-0.45
4.1871	4.1444	4.1901	4.1414	1.01
4.1453	4.1699	4.1715	4.1197	-0.56
4.1688	4.1692	4.1776	4.1414	0.01
4.1682	4.1265	4.169	4.1265	0.9
4.1311	4.1579	4.1954	4.1212	-0.63
4.1571	4.1193	4.1691	4.1022	0.91
4.1198	4.0704	4.132	4.0492	1.21
4.0706	4.0263	4.0812	4.016	1.09
4.0269	4.0546	4.0551	4.0129	-0.67
4.0542	4.0754	4.0761	4.0268	-0.49
4.0743	4.0023	4.0758	3.9897	1.71
4.0058	3.9918	4.008	3.9749	0.37
3.991	4.0503	4.0515	3.9785	-1.52
4.0526	3.9639	4.0539	3.9624	2.18
3.966	3.9862	4.0136	3.9454	-0.49
3.9855	3.9393	4.0126	3.9382	1.11
3.9416	3.9203	3.9504	3.92	0.55
3.9199	3.9694	3.9703	3.9184	-1.24
3.9691	3.9619	3.9931	3.9449	0.2
3.9612	3.9758	3.9866	3.9356	-0.43
3.9783	3.8859	3.9786	3.8859	2.29
3.8893	3.8411	3.8937	3.8397	1.28
3.8403	3.8165	3.8618	3.8115	0.72
3.8129	3.7897	3.8236	3.7474	0.59
