236	4.233300	0.150000	1.130469	2.125738
235	4.226800	0.720000	2.822263	0.378855
234	4.196600	0.080000	5.931733	3.915300
233	4.193200	-0.080000	1.404741	1.181458
232	4.196500	0.050000	-0.375924	-0.263495
231	4.194500	-0.560000	2.142159	-0.286509
230	4.218000	0.520000	-3.462813	-3.305816
229	4.196200	0.030000	4.151311	3.451460
228	4.195100	0.590000	1.191995	0.754239
227	4.170400	0.060000	2.576611	3.933812
226	4.167700	0.380000	1.716444	-0.507790
225	4.151800	-0.280000	4.617222	1.162319
224	4.163500	1.530000	-1.017146	-1.909004
223	4.100700	0.420000	9.941123	8.202177
222	4.083600	2.250000	1.976403	2.066586
221	3.993700	-0.550000	14.802015	12.955227
220	4.015600	0.630000	-3.490437	-4.138385
219	3.990300	-0.700000	4.671306	3.066213
218	4.018400	0.690000	-4.386362	-5.278462
217	3.990900	-0.190000	4.492228	4.067303
216	3.998600	0.190000	-0.957245	-0.687850
215	3.991000	-0.320000	1.291731	0.450462
214	4.003800	-0.930000	-1.847526	-1.321206
213	4.041500	0.170000	-6.585620	-3.485023
212	4.034600	-1.160000	2.921881	1.787350
211	4.081900	-1.150000	-8.039634	-6.323059
210	4.129300	0.430000	-7.493653	-6.078796
209	4.111700	-1.260000	3.151607	0.724039
208	4.164300	0.300000	-7.988769	-6.873580
207	4.151800	-0.690000	0.920431	0.004460
206	4.180700	1.310000	-5.661282	-5.010659
205	4.126500	0.410000	9.394489	8.693840
204	4.109700	0.000000	1.789446	2.127345
203	4.109500	-0.020000	-0.403567	1.739832
202	4.110400	0.370000	-0.143225	-2.036237
201	4.095400	-0.280000	4.556619	1.062142
200	4.107100	1.270000	-0.804068	-2.953182
199	4.055600	-0.700000	9.953353	7.729389
198	4.084100	-1.090000	-4.283043	-2.687296
197	4.129300	-0.710000	-8.238266	-5.401586
196	4.159000	0.080000	-2.142423	-5.270607
195	4.155600	-0.110000	1.460408	-0.277543
194	4.160200	-0.260000	2.032889	-0.820283
193	4.171100	0.530000	-1.575080	-1.754752
192	4.149000	-0.380000	4.472407	3.510486
191	4.165000	0.030000	-2.330591	-3.207270
190	4.163800	0.380000	-0.277881	-1.420855
189	4.148000	-0.480000	2.994635	2.179507
188	4.167800	1.380000	-2.453676	-2.157623
187	4.111200	0.820000	8.114309	5.918947
186	4.077700	-0.080000	3.790902	5.250676
185	4.081000	-0.100000	-1.063599	0.043001
184	4.084900	0.590000	-0.801009	1.589084
183	4.060800	-0.180000	4.662887	2.858380
182	4.068000	-0.310000	-2.838423	-2.025364
181	4.080800	-0.350000	-1.745748	-1.781528
180	4.095300	0.820000	-1.550295	-1.496216
179	4.061800	-1.160000	5.073041	2.518825
178	4.109400	0.350000	-7.620444	-5.888543
177	4.095000	-1.750000	2.320576	2.272070
176	4.168100	-0.450000	-11.599168	-8.344276
175	4.187100	1.010000	-2.459237	-3.540436
174	4.145300	-0.560000	5.554380	5.813901
173	4.168800	0.010000	-3.806122	-2.534017
172	4.168200	0.900000	-1.636392	1.126903
171	4.131100	-0.630000	6.570642	5.059337
170	4.157100	0.910000	-4.544002	-2.445338
169	4.119800	1.210000	6.966574	3.662464
168	4.070600	1.090000	6.870600	7.147297
167	4.026900	-0.670000	8.188705	6.718471
166	4.054200	-0.490000	-5.540315	-4.971159
165	4.074300	1.710000	-4.435909	-2.238261
164	4.005800	0.370000	9.970045	9.244393
163	3.991000	-1.520000	2.688887	0.986797
162	4.052600	2.180000	-8.604661	-7.890739
161	3.966000	-0.490000	14.909541	12.637796
160	3.985500	1.110000	-3.035723	-1.581488
159	3.941600	0.550000	6.524762	5.246858
158	3.919900	-1.240000	4.905342	3.061697
157	3.969100	0.200000	-7.750635	-7.220747
156	3.961200	-0.430000	2.147394	1.816643
155	3.978300	2.290000	-2.349863	-3.090986
154	3.889300	1.280000	14.782713	11.229383
153	3.840300	0.720000	6.686844	6.461979
152	3.812900	0.590000	4.531967	4.216711
151	3.790600	0.240000	4.653839	6.389703
150	3.781600	0.150000	0.898496	-1.266405
149	3.776100	-0.080000	0.243179	0.691792
148	3.779000	0.140000	-1.287192	-1.211158
147	3.773600	0.000000	0.691693	2.117724
146	3.773700	0.880000	1.380747	1.317737
145	3.740700	-0.230000	6.200366	4.872195
144	3.749400	0.810000	-2.889515	-1.993904
143	3.719300	-1.190000	6.831790	4.593464
142	3.764100	-0.120000	-9.077978	-5.178919
141	3.768700	0.320000	-1.018643	0.310301
140	3.756700	0.520000	2.867290	2.516056
139	3.737300	-0.470000	4.305734	5.163159
138	3.755100	0.010000	-3.390103	-1.942234
137	3.754600	-1.210000	-0.081588	1.977098
136	3.800500	-0.180000	-8.661037	-7.465258
135	3.807300	-0.390000	-2.217206	0.708972
134	3.822100	0.550000	-1.757517	-0.360165
133	3.801100	-0.680000	1.210836	1.961394
132	3.827200	-0.480000	-5.430072	-4.955536
131	3.845600	0.130000	-3.719125	-2.166813
130	3.840500	-0.300000	0.410639	1.490049
129	3.852000	0.850000	-1.775699	-1.557859
128	3.819600	-0.650000	4.640545	4.901396
127	3.844500	-0.090000	-5.257466	-5.232344
126	3.848000	0.590000	-1.606429	0.619283
125	3.825400	0.160000	3.723268	3.478717
124	3.819200	-0.520000	2.053765	0.610388
123	3.839000	0.000000	-3.213429	-3.261121
122	3.839000	-0.550000	0.192904	-2.572193
121	3.860300	-0.720000	-3.062105	-3.717218
120	3.888300	-0.190000	-4.127422	-2.659457
119	3.895800	1.220000	0.120539	1.741005
118	3.848700	-0.480000	9.927962	6.449021
117	3.867200	0.260000	-2.813432	-1.018054
116	3.857100	-0.810000	0.889496	1.874954
115	3.888700	0.250000	-5.154500	-3.675551
114	3.878900	-0.020000	-0.139913	0.957193
113	3.879800	-0.030000	-1.235010	-0.220027
112	3.881100	0.680000	-0.019451	-1.831253
111	3.854800	-0.800000	5.547740	4.852573
110	3.885900	-0.940000	-4.808921	-5.698081
109	3.922800	-1.480000	-5.666471	-4.878500
108	3.981800	0.180000	-9.273404	-9.024906
107	3.974700	-1.240000	1.620651	-0.875253
106	4.024700	-0.440000	-7.956181	-6.001734
105	4.042300	0.490000	-2.094579	-1.674021
104	4.022500	-0.440000	3.663469	-0.404951
103	4.040100	0.000000	-4.392453	-3.415947
102	4.040300	0.030000	-1.597903	1.965084
101	4.039000	-1.410000	0.168352	-0.255058
100	4.096800	-0.080000	-10.505755	-10.375767
99	4.099900	1.310000	-0.256517	0.120242
98	4.046900	1.130000	8.110659	8.308694
97	4.001700	0.670000	7.902110	6.494623
96	3.975100	-0.470000	4.592166	5.265255
95	3.993900	0.930000	-4.705022	-1.941534
94	3.957200	0.270000	4.962419	5.795370
93	3.946600	0.460000	1.088987	0.386097
92	3.928500	-1.070000	2.442895	3.254659
91	3.971000	0.040000	-5.929369	-5.783581
90	3.969500	0.790000	-0.030571	0.014560
89	3.938200	-0.700000	5.421713	4.154830
88	3.966100	1.170000	-5.585183	-3.958244
87	3.920200	-0.030000	8.427523	5.867524
86	3.921500	-0.610000	-1.165010	-1.452663
85	3.945600	0.410000	-5.635231	-1.283261
84	3.929300	-0.630000	1.796378	2.008919
83	3.954200	-0.960000	-3.916668	-3.947223
82	3.992700	1.830000	-5.183027	-5.865408
81	3.921100	-0.390000	12.923830	10.172958
80	3.936500	0.230000	-0.959158	-3.491032
79	3.927500	0.000000	0.057735	1.548022
78	3.927400	-0.270000	1.360442	-1.259642
77	3.938200	0.880000	-2.799063	-3.275494
76	3.904000	0.820000	5.774827	4.797521
75	3.872300	-0.250000	5.026107	4.262584
74	3.881900	0.610000	-2.426344	-1.852655
73	3.858200	0.870000	3.481675	2.941749
72	3.825100	-0.670000	5.841950	2.703719
71	3.851000	0.040000	-4.107983	-3.035158
70	3.849500	-0.620000	-0.055503	2.090227
69	3.873500	0.380000	-5.025896	-2.525301
68	3.859000	-0.280000	1.893333	2.637875
67	3.870000	0.420000	-1.864527	-2.963863
66	3.853700	0.050000	1.984366	2.193072
65	3.851800	-1.860000	0.415123	1.254452
64	3.924700	0.610000	-12.146781	-10.363137
63	3.901000	-2.320000	3.847224	2.878714
62	3.993500	3.000000	-16.334536	-12.689284
61	3.877300	0.590000	20.302740	18.181476
60	3.854400	-1.350000	3.798188	3.153801
59	3.907100	3.010000	-9.195930	-8.732199
58	3.793000	0.440000	20.883798	15.765187
57	3.776300	-0.340000	2.306743	1.467393
56	3.789100	-0.060000	-2.137919	-1.800123
55	3.791500	-0.600000	-2.442500	0.582883
54	3.814400	-0.780000	-3.510576	-3.600032
53	3.844300	0.780000	-5.812473	-5.500875
52	3.814700	0.090000	5.282850	5.304619
51	3.811400	-0.750000	1.134985	0.875842
