-0.040232	0.928921
-0.285905	0.783214
-0.117189	1.073559
-0.171124	1.110222
0.213341	5.912417
-0.199459	1.683589
-0.250624	1.460506
0.047805	1.389381
-0.093153	0.434771
-0.031387	0.770126
-0.127755	0.668587
-0.191142	0.844858
0.065481	1.940364
-0.275595	1.321012
-0.012846	0.664478
0.058455	0.635398
-0.070276	0.806699
-0.065011	1.118703
-0.117451	0.928321
-0.080984	0.809707
-0.215831	1.435066
-0.051916	1.281774
-0.030310	1.627626
-0.153743	0.618163
-0.348192	1.360709
-0.130592	1.100173
0.014558	0.621575
-0.085571	1.609588
-0.038929	1.284180
-0.075704	0.643974
-0.103742	1.297028
-0.079245	0.800226
-0.183793	1.033400
0.118647	3.198408
-0.298982	0.936015
-0.055397	1.277999
-0.417712	1.806123
0.025726	1.328649
-0.251691	1.067203
-0.289719	1.169824
-0.275536	0.991424
-0.025661	2.181144
-0.171291	1.453660
-0.129579	2.015984
-0.170234	1.810275
-0.068030	0.622373
-0.248246	0.786695
-0.095852	0.537542
0.142220	0.800509
-0.237747	0.966618
-0.070677	2.019412
-0.287546	1.173145
-0.109674	0.655865
-0.140246	1.222661
0.066277	1.036802
0.017692	1.600495
-0.031011	1.124720
-0.228605	0.612931
-0.326933	1.192639
-0.332407	1.546267
0.060016	1.325372
-0.149283	1.158107
-0.045148	1.385075
-0.203016	1.309664
-0.034127	1.026404
-0.056627	0.810564
-0.049975	0.691715
0.090626	1.037064
-0.086139	0.873768
-0.320705	1.176246
0.028460	1.370469
-0.168816	1.091045
-0.113848	1.837347
0.084051	2.039749
-0.357323	1.413912
-0.119335	1.054599
0.077222	1.242604
-0.119267	0.806715
0.111356	0.878938
-0.158135	0.660619
-0.302858	1.274573
-0.159111	1.628387
-0.089550	0.697127
-0.095165	1.223045
-0.080459	0.843402
0.066321	2.277549
-0.319225	1.276842
0.031756	0.348788
-0.166153	1.580088
-0.229517	0.883760
-0.269738	0.984715
-0.015428	1.038279
-0.217653	1.036112
-0.004018	2.230886
-0.248608	1.391013
-0.173105	0.495111
0.004073	1.646634
-0.092333	1.172340
-0.124637	1.267092
-0.139276	0.820776
-0.309770	0.918486
0.044942	0.802239
-0.250881	1.843451
-0.017666	1.440793
-0.056057	0.714885
-0.084455	0.692884
0.108159	0.724276
0.079850	2.387191
-0.039927	1.156675
-0.114528	0.680993
-0.071074	1.999701
0.034441	3.564862
-0.392063	1.516072
-0.119282	1.106227
0.074154	1.290585
-0.355946	1.291510
-0.062456	0.733502
-0.327887	1.213788
0.110180	3.782250
-0.194927	1.610190
-0.130379	0.991146
-0.061682	0.944993
-0.254905	0.790929
-0.049077	0.824435
0.030493	2.461382
0.005129	1.086194
0.057521	1.944818
-0.187333	1.054432
-0.169551	0.732609
0.111824	1.364476
0.034209	1.061549
0.180379	1.174864
-0.188934	0.992335
-0.364295	1.889562
-0.051440	2.472118
-0.428252	1.624452
-0.171319	1.079767
-0.018770	1.759558
-0.169908	1.296691
-0.098369	1.125514
-0.367687	1.500440
-0.058195	1.294750
0.080069	1.852897
-0.114528	0.346526
-0.068065	0.943757
-0.265904	0.705876
-0.201075	1.075415
-0.078000	0.525840
-0.196843	0.803944
-0.357848	1.554937
-0.172915	1.065851
0.101554	0.929088
-0.083903	0.856437
-0.038070	0.837615
-0.020743	2.300807
-0.215037	0.672080
-0.246504	1.162667
-0.041762	1.412862
-0.134544	0.543899
0.170042	0.956673
-0.112740	1.477518
-0.277991	0.955549
-0.111840	1.518286
-0.153568	1.094899
-0.173636	1.607277
0.066670	0.835701
-0.152376	1.078283
-0.150753	1.254203
0.059903	1.060694
-0.014176	1.266042
-0.090846	0.473867
-0.014476	0.780607
-0.249226	1.222389
-0.100297	1.060486
0.007969	2.258055
0.061579	1.204092
0.037010	0.929316
-0.073736	0.871632
0.052835	1.308728
-0.086683	1.201766
-0.150131	1.008603
-0.079302	0.648439
-0.011893	1.932494
-0.272246	1.240189
-0.069899	1.112314
0.092255	1.791996
-0.219077	1.227429
-0.160487	1.769259
-0.239007	1.782419
-0.133686	1.110234
-0.028840	0.667092
-0.275878	1.596657
-0.157653	1.382010
0.110610	1.556001
0.046131	1.729127
-0.248429	1.275058
-0.024393	1.260476
-0.186258	0.807618
-0.188898	1.014199
-0.288088	2.455604
0.065248	1.562282
-0.182424	0.774873
-0.296296	1.147283
-0.263298	1.309630
